local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
67,19921,66143,-0.065695369,1.725283725,-1.870513321,0.196227761,1.216085152,-2.975503393,0.261923130,-0.509198573,-1.104990072,1.244544082,"(8, 136, 129, 6)","(255, 0, 0, 0)",60000000,00000000,3766491835,1538f837433e6f592632cd370888810660000000ff00000000000000fffffffff54fb020bb1a80e0,1f4e56176e1722bdcf35853b9b49115ab8b7af5a25180000000000008976000000000000fffffdff
68,19922,66144,-0.043644059,1.752956235,-1.530157260,0.200173785,1.293677896,-2.902141211,0.243817845,-0.459278340,-1.371983951,1.467216308,"(125, 236, 33, 7)","(85, 60, 52, 44)",74e8c107,07060000,3482851969,f039be39394af959e880fd087dec210774e8c107553c342c07060000fffffdff28505a21811a98cf,744e4f1c021ae0fc34359f3bb849f15997567a780694800000000000817e000000000000fffffdff
69,19923,66145,-0.044061874,1.752834330,-1.528267628,0.211640466,1.282218794,-2.893471135,0.255702340,-0.470615536,-1.365203507,1.466507171,"(125, 200, 177, 7)","(88, 56, 55, 42)",74f0a107,0a040000,3264814255,e739bc394a4afb598bbc3f5b7dc8b10774f0a1075838372a0a040000fffffdff3150be24af1c99c2,6b4f931b501a02cd3035913b0c4aed59a6d3ff640694800000000000837c000000000000fffffdff
70,19924,66146,-0.043133398,1.748872407,-1.528267628,0.192421009,1.195117434,-2.997845512,0.235554407,-0.553754972,-1.469577883,1.588014358,"(114, 208, 193, 7)","(165, 42, 17, 16)",7de4b107,08080000,3269794755,fb397b394a4adb5974f80f1e72d0c1077de4b107a52a111008080000fffffdff7450d923c31be5c2,cd4dfe15a51651bffc35803b7f491b5abfab4f5b25180000000000008976000000000000fffffeff
71,19925,66147,-0.043736907,1.750274318,-1.525599913,0.198873918,1.229555691,-2.979171502,0.242610825,-0.520718627,-1.453571589,1.562970974,"(114, 244, 65, 7)","(120, 60, 39, 21)",7cece108,0a040000,3576175884,ee399239624ae8597bf82f5e72f441077cece108783c27150a040000fffffdff365129260c1d28d5,584e33184d1728d0ca358f3bae49135ab673df622518000000000000926d000000000000fffffdff
72,19926,66148,-0.043319093,1.747531448,-1.518486004,0.191631804,1.238698591,-2.985173862,0.234950897,-0.508832857,-1.466687858,1.570122948,"(114, 208, 193, 7)","(151, 38, 30, 23)",8ed4d107,0a030000,3232242646,f7396539a24ad559a22c0f1272d0c1078ed4d10797261e170a030000fffffdffc050da22d61ba8c0,bc4dc918171750f6ce35983b7949165a07df3b7525180000000000009669000000000000fffffdff
73,19927,66149,-0.043365517,1.750822892,-1.522709887,0.207462323,1.244489094,-2.956162454,0.250827840,-0.506333798,-1.433452567,1.540803291,"(114, 244, 65, 7)","(107, 74, 42, 20)",7bf09107,0a030000,3263307248,f6399b397c4ae85972f40f1e72f441077bf091076b4a2a140a030000fffffdffcd50f725f01d82c2,114f28191c189cd49f358e3bed49095ab577ef6625188000000000008976000000000000fffffdff
74,19928,66150,-0.042297769,1.746800016,-1.522487578,0.214147352,1.299773162,-2.879910247,0.256445121,-0.447026854,-1.357422669,1.451961918,"(114, 208, 193, 7)","(174, 42, 22, 7)",8ee46107,05040000,3701218651,0d3a59397e4aca5981d40f1b72d0c1078ee46107ae2a160705040000fffffdff9050d9235b1d9cdc,a14fb31cca1a14d21035953b1e4ae7599d9f8f652518800000000000837c000000000000fffffdff
75,19929,66151,-0.042158498,1.748811454,-1.524599519,0.207369475,1.308306536,-2.887246465,0.249527973,-0.440504919,-1.362646946,1.453655905,"(114, 208, 145, 7)","(147, 45, 29, 21)",7bf4a107,07060000,3702267307,103a7a396b4ad459b1f44d0b72d091077bf4a107932d1d1507060000fffffdffa550cc23ab1dacdc,0f4f3f1d881ab0f814359d3bed49ea59dd923b762518800000000000847b000000000000fffffdff
76,19930,66152,-0.041879955,1.748384786,-1.523821436,0.175383471,1.180123079,-3.024189204,0.217263426,-0.568261707,-1.500367769,1.619020755,"(114, 208, 145, 7)","(135, 45, 40, 25)",7be8c107,06040000,3598458313,163a7339724ad059dcc89c0772d091077be8c107872d281906040000fffffdff8051d826c91d7cd6,5e4c0815b8155fbb2f367f3b0349275ace478f5825180000000000008877000000000000fffffeff
77,19931,66153,-0.042808431,1.746312395,-1.515818289,0.181511414,1.200664127,-3.026078836,0.224319845,-0.545648268,-1.510260548,1.621400119,"(114, 208, 193, 7)","(136, 38, 37, 22)",8ed46107,0b0b0000,3223985744,023a5139ba4aca59b7c00e0f72d0c1078ed46107882625160b0b0000fffffdff20516b25501e2ac0,e24c5916a71530c923368e3b2f49285ad55b8f5f25180000000000009d62000000000000fffffdff
78,19932,66154,-0.041740683,1.746739064,-1.519264088,0.178261747,1.211940370,-3.026523455,0.220002431,-0.534798693,-1.507259367,1.614385800,"(114, 208, 193, 7)","(163, 45, 23, 16)",79d8b107,04040000,3684441679,193a58399b4ac6598afc9f1f72d0c10779d8b107a32d171004040000fffffdff45527c274f1e9cdb,9c4c1217a31560f21f36973b1849295a3b3b6c752518000000000000a25d000000000000fffffdff
79,19933,66155,-0.042622736,1.745154294,-1.508370916,0.166562947,1.199871742,-3.074431183,0.209185683,-0.545282552,-1.566060267,1.671417504,"(114, 240, 65, 7)","(107, 42, 37, 29)",76385207,190f0000,3670024028,063a3e39fd4ac359d764de0c72f04107763852076b2a251d190f0000fffffdffb751fc255c1fc0da,a04b4c16f41348eb6b36983bc2483e5a789b4c702518000000000000a45b000000000000fffffdff
80,19934,66156,-0.040951478,1.744971436,-1.513595192,0.143211772,1.193715523,-3.086769368,0.184163250,-0.551255913,-1.573174176,1.677103507,"(114, 208, 193, 7)","(148, 45, 30, 19)",79d8e108,0b030000,3119977550,2a3a3b39ce4ab859e5405f5872d0c10779d8e108942d1e130b030000fffffdff5f3fd73a4e14f7b9,a949e715851390058f36a03b1748445aa2feb97d25180000000000009768000000000000fffffdff
81,19935,66157,-0.065834640,1.746982874,-1.912640998,0.183739757,1.226934726,-3.007849446,0.249574397,-0.520048148,-1.095208447,1.237828340,"(97, 176, 209, 5)","(192, 26, 24, 6)",67702109,04030000,4021297109,12385c39c83c2c5ab449ed7761b0d10567702109c01a180604030000ffffffffb6517625d51fb0ef,124d08184b16c8f8f835983b4049205aecfada7625180000000000009e61000000000000fffffdff
82,19936,66158,-0.040347969,1.744666673,-1.513595192,0.405134902,1.085524541,-2.282230777,0.445482870,-0.659142132,-0.768635584,1.106220593,"(114, 228, 65, 7)","(126, 54, 46, 13)",7cd8e106,0a050000,3751288674,373a3639ce4ab25973615c4772e441077cd8e1067e362e0d0a050000fffffdff9551ce26621f98df,b35ff80ecb2f8da2ce32203ac94dee5813ce380008185000070000007b70120100000000fffffdff
83,19937,66159,-0.041322869,1.744544768,-1.514929050,0.164381028,1.136359064,-3.043196678,0.205703897,-0.608185703,-1.528267628,1.657650713,"(114, 208, 193, 7)","(140, 43, 41, 18)",76e4e108,08050000,3338933122,223a3439c24ab659e0f0fe5472d0c10776e4e1088c2b291208050000fffffeff263fef39821304c7,714b3a120d15a6c36336683bb2482f5add0b2f5c0694000000000000a55a000000000000fffffeff
84,19938,66160,-0.065834640,1.748262880,-1.929758840,0.188521409,1.133189526,-2.974614154,0.254356049,-0.615073355,-1.044855314,1.238844162,"(97, 176, 209, 5)","(157, 66, 26, 4)",929cc105,02010000,3163362942,123871392e3c375afb1c9c7661b0d105929cc1059d421a0402010000ffffffff8c42af3b7e168dbc,794d0612761714ca0636523b6249105ace9b0f610694500000000000bd42000000000000fffffeff
85,19939,66161,-0.064488350,1.743630478,-1.744352600,0.491901000,1.156900113,-2.213648252,0.556389350,-0.586730365,-0.469295653,0.934911782,"(97, 112, 113, 6)","(143, 76, 26, 9)",5d44c206,01000000,3008305462,2f382539b242105a4ee98e6f617071065d44c2068f4c1a0901000000ffffffffed42523f36194fb3,00678b13343218d2a531223a054fd258518bff6108185000075c8105b347050000000000fffffdff
86,19940,66162,-0.064627621,1.738937122,-1.729791318,0.127056286,1.199627932,-3.055201399,0.191683907,-0.539309191,-1.325410081,1.443713616,"(103, 112, 17, 6)","(145, 78, 23, 8)",62448200,01000000,3106609555,2c38d8383543ea59a0a1be316770110662448200914e170801000000ffffffffb142c23e93192bb9,4d484816a11478056536b53b4247365acc41067e06940000000000009c63000000000000fffffdff
87,19941,66163,-0.064349078,1.738571406,-1.738794859,0.473192205,1.122583762,-2.220539851,0.537541284,-0.615987645,-0.481744992,0.948930792,"(103, 112, 17, 6)","(147, 79, 18, 10)",62448200,01000000,3180533667,3238d238e442e6599b99fc796770110662448200934f120a01000000ffffffff56433c3ca31793bd,6d655811f6319dbfe4311a3ac14ed6584affcd4f0818500007000000aa4d080000000000fffffdff
88,19942,66164,-0.063931264,1.741862850,-1.714007334,0.343019845,1.110515134,-2.454631903,0.406951109,-0.631347717,-0.740624570,1.054862028,"(97, 112, 113, 6)","(108, 95, 48, 3)",5d442206,00000000,3134592757,3b380839c343015a6ad5fb7a617071065d4422066c5f300300000000ffffffff8741613cf516d6ba,795a9210bc29cdaaa633763ae64c2d59ed8afb440620500007940000c431090000000000fffffeff
89,19943,66165,-0.064813316,1.742655235,-1.783701406,0.372870354,1.284839759,-2.488867588,0.437683671,-0.457815476,-0.705166182,0.947850911,"(97, 112, 113, 6)","(132, 70, 48, 3)",5d44c206,01000000,2471567754,2838153950410a5a51ddfd74617071065d44c2068446300301000000fffffffff626d8258a215193,fc5cbe1b882847c65c32d93a534d375965ab6e5506205002055c0100d41e0d0000000000fffffbff
90,19944,66166,-0.128088968,1.741375229,-1.489029977,0.165355928,1.108808459,-3.029191171,0.293444896,-0.632566770,-1.540161194,1.690664701,"(191, 208, 1, 12)","(128, 47, 22, 22)",cb30230d,13110000,2318475661,d5320039ab4b9c5969615251bfd0010ccb30230d802f161613110000fffffdff8c2717258d21318a,864b76108b1546c36236523bb948295add0fff5b0694000000000000c53a000000000000fffffeff
91,19945,66167,-0.129713801,1.741923803,-1.494587718,0.453090696,1.123559004,-2.287677363,0.582804497,-0.618364799,-0.793089645,1.162336996,"(191, 48, 67, 7)","(92, 52, 47, 42)",c02c230d,0e080000,2409177045,b2320939794b9d59c2f5a445bf304307c02c230d5c342f2a0e080000fffffdff82297625d51f998f,bc6368119a2ffabc4632373a784eef5850bf4e5208185000070000008b6e060000000000fffffdff
92,19946,66168,-0.124467911,1.744666673,-1.513595192,0.406388344,1.333540939,-2.501316928,0.530856255,-0.411125734,-0.987721736,1.194331177,"(191, 48, 67, 7)","(126, 54, 46, 13)",cf2c030c,0a050000,2673418871,23333639ce4ab2596a9d5347bf304307cf2c030c7e362e0d0a050000fffffdff10254f257722599f,ce5fdd1e18284ec6e931f53abe4d40596047bf580620500257600100b326250000000000fffffaff
93,19947,66169,-0.130827973,1.739729507,-1.475135624,0.187732204,1.161410610,-2.984173469,0.318560177,-0.578318897,-1.509037845,1.647157718,"(191, 208, 33, 13)","(102, 46, 45, 31)",c02cc30c,130c0000,3205767036,9a32e538284c91595c218158bfd0210dc02cc30c662e2d1f130c0000fffffdffab4842437c1f14bf,684dd51320177ec00136673b5d49155acb9fff5b0694000000000000a05f000000000000fffffeff
94,19948,66170,-0.061795769,1.729062790,-1.607965635,0.539160438,1.594052635,-2.243437744,0.600956207,-0.135010156,-0.635472109,0.884986388,"(8, 136, 1, 6)","(200, 42, 7, 4)",68707106,01010000,3243842171,693836387d479159552d257c0888010668707106c82a070401010000ffffffff78470c407b1a59c1,fa6a8f2f2831cacb922bc53ab14fc658f3ce4d4f582090055a5c6100653c281a16050000fffffeff
95,19949,66171,-0.062399278,1.736620921,-1.630974683,0.349147788,1.131056182,-2.181857974,0.411547066,-0.605564739,-0.550883291,0.916270725,"(92, 156, 33, 6)","(118, 70, 64, 2)",61808100,01000000,3269140052,5c38b238ae46d7593e7983785c9c2106618081007646400201000000ffffffff5a48e541541edbc2,fd5ae31152336194dd32d539fc4cc558fca9690108146000072800005b51460d00000000fffffdff
96,19950,66172,-0.062074312,1.730891370,-1.614079150,0.449469639,1.089608369,-2.207090118,0.511543951,-0.641283001,-0.593010968,1.012216928,"(98, 32, 192, 5)","(166, 61, 10, 10)",609c8106,06020000,3306363038,633854384647a2598d35077f6220c005609c8106a63d0a0a06020000ffffffff6247a13d9e1813c5,6e633b0f6f3239ab24320c3a6a4ed358adb6da420818500007000000a8480f0100000000fffffdff
97,19951,66173,-0.062399278,1.739790460,-1.632642005,0.309919669,1.129654271,-2.580792625,0.372318948,-0.610136189,-0.948150620,1.187382485,"(92, 156, 17, 6)","(158, 48, 40, 4)",6274b105,04010000,3237355554,5c38e6389f46f259ba60c5775c9c11066274b1059e30280404010000ffffffff935263402220f6c0,b057cc114d2575ba2834b93a6d4c5e5980770e5206205000251c0000f10b030100000000fffffeff
98,19952,66174,-0.056967693,1.728697074,-1.505369735,0.224360590,1.077844505,-2.730073549,0.281328282,-0.650852570,-1.224703813,1.415151617,"(96, 136, 129, 6)","(131, 61, 52, 7)",ab20d009,02010000,3203932387,d1383038184b8b594bc15b7a60888106ab20d009833d340702010000ffffffff714dec43e320f8be,7d507a0e0e20819a0c35dc3a684aa059dfca6c060614500208000000fb03010000000000ffffffff
99,19953,66175,-0.059660273,1.727173258,-1.554722476,0.313401455,1.110210370,-2.528438704,0.373061729,-0.616962887,-0.973716228,1.211586378,"(8, 136, 1, 6)","(93, 75, 45, 42)",68acc205,00000000,3307216645,973817385c497d59c1d1ba7d0888010668acc2055d4b2d2a00000000ffffffffee51a33f051f20c5,fb578d10242725a61234973a7a4c4959b9264b4306205000251c0000e415060000000000fffffeff
100,19954,66176,-0.057431931,1.730281844,-1.511705560,0.063873482,0.933142875,-3.109444952,0.121305413,-0.797138969,-1.597739391,1.789669439,"(96, 136, 129, 6)","(156, 64, 26, 5)",5cac5206,03010000,3137216663,c7384a38df4a9b5926b51b79608881065cac52069c401a0503010000ffffffffa24d63449720feba,fc423405b912c98e5637e93a4c434b5ad6d6ec080694500000000000fd02000000000000ffffffff
101,19955,66177,-0.059799545,1.727660879,-1.552832844,0.202819942,1.098873174,-2.897806173,0.262619487,-0.628787705,-1.344973329,1.507745413,"(8, 136, 1, 6)","(115, 66, 38, 35)",68acc205,00000000,3781177761,94381f386d49815984ee7a3c0888010668acc2057342262300000000ffffffff156d5037a13160e1,ad4ed30f291a32bcba35253bcb49ec59c4ab4f5a0694500000000000ee11000000000000ffffffff
102,19956,66178,-0.037887507,1.697794073,-1.365203507,0.072879701,0.940396242,-3.130342058,0.110767208,-0.757397830,-1.765138551,1.923963345,"(89, 96, 129, 0)","(114, 51, 47, 24)",5a5ca108,13010000,3728223930,6c3a35360550b558d8c49e57596081005a5ca10872332f1813010000ffffffff33698e3bba2e38de,be43ab05fd11019d6637f73a2a44555a47174e0b0694000000000000fb04000000000000ffffffff
103,19957,66179,-0.042065650,1.701207422,-1.383321742,0.241769518,1.102042713,-2.737854386,0.283835168,-0.599164709,-1.354532644,1.508084691,"(90, 100, 161, 8)","(153, 51, 29, 8)",08cc8105,08050000,3513527953,123a6d36624fd558b2588d655a64a10808cc810599331d0808050000ffffffff3669bf3c912e6cd1,f4510710c81f19b6f734ee3ae84aa459884fdf540614500208000000fc02010000000000ffffffff
104,19958,66180,-0.042669159,1.700354085,-1.383321742,0.239819718,1.088998843,-2.682054666,0.282488877,-0.611355242,-1.298732924,1.462963569,"(90, 100, 161, 8)","(134, 57, 44, 11)",08ccd10a,05040000,3772264508,053a5f36624fd558b8402e695a64a10808ccd10a86392c0b05040000ffffffff5d6c013a3c30d8e0,ca51310fbe21919fce34ce3ad94a8a59ddbe5c460614500208000000fb03000000000000ffffffff
105,19959,66181,-0.040023002,1.698281694,-1.368093532,0.360335926,1.129410460,-2.461190038,0.400358928,-0.568871234,-1.093096506,1.295670376,"(89, 104, 129, 5)","(104, 88, 25, 24)",085ca108,07050000,3046846862,3e3a3d36eb4fc458df6c4e5e59688105085ca1086858191807050000ffffffffda6b293d8e319bb5,ee5bc81181291abc6c33843a254d2f59863bfe5106205000251c0000c634050000000000fffffdff
106,19960,66182,-0.040951478,1.693039765,-1.370650093,0.257042951,1.112770382,-2.695059780,0.297994430,-0.580269382,-1.324409687,1.476338124,"(89, 32, 160, 5)","(108, 95, 33, 10)",8a607105,05040000,3038982623,2a3ae735d44fae581ab52f285920a0058a6071056c5f210a05040000ffffffff186c413edf3123b5,3d53b710492153b8bc34e23a584b9059800fdf530614500208000000fc01010100000000ffffffff
107,19961,66183,-0.041508564,1.691820711,-1.369649699,0.132441448,1.005615595,-3.054979089,0.173950012,-0.686205116,-1.685329390,1.827969152,"(8, 100, 161, 5)","(145, 75, 21, 8)",8a5c8105,03030000,3273662758,1e3ad335dd4fa9584199bf290864a1058a5c8105914b150803030000ffffffffa95a1e3a262120c3,c148d909a3144190cd36143b9147335a06135d080694500000000000fa05000000000000ffffffff
108,19962,66184,-0.050886174,1.730038033,-1.453793899,0.090474325,0.955695362,-3.087880916,0.141360498,-0.774342671,-1.634087018,1.813788782,"(155, 116, 82, 6)","(103, 64, 60, 16)",60ac7207,07060000,3237034486,54394638e84c8659cab06f189b74520660ac720767403c1007060000ffffffff386cca41f639f1c0,3945a6067b13198b2337f73a2b45415ac03a4c070694500000000000fd02000000000000ffffffff
109,19963,66185,-0.040023002,1.671279663,-1.369093925,0.202912790,1.726502778,-2.934042645,0.242935792,0.055223116,-1.564948719,1.584655131,"(8, 100, 193, 0)","(255, 0, 0, 0)",5a607105,00000000,2781684012,3e3a8234e24f3d5853d99f650864c1005a607105ff00000000000000ffffffff2f5c053c2c21cda5,af4e0c38e3189cd2ba380139c649f359a7b4dc6d5b70d1055e7c0106c21e180303010000ffffffff
110,19964,66186,-0.051953921,1.729062790,-1.446346526,0.168419900,1.742899046,-2.958941324,0.220373821,0.013836255,-1.512594799,1.528626537,"(157, 148, 1, 6)","(103, 69, 40, 26)",9bac8206,0f020000,3849860829,3d3936382b4d8359c518ef2d9d9401069bac82066745281a0f020000ffffffff356f373fdd3678e5,c84b19390318e8cf99380e39cc48fe59a04c8d6c5c74b1056178f1056b5e290a02010000ffffffff
111,19965,66187,-0.039465917,1.678411125,-1.360312695,0.179654462,1.758868644,-2.940823089,0.219120378,0.080457519,-1.580510394,1.597654612,"(8, 100, 113, 5)","(247, 6, 1, 1)",5a60a108,00000000,3503305600,4a3af734315068583a294e60086471055a60a108f706010100000000ffffffff3f6b26408033d0d0,ba4c1f3aa6186ccf9c38f8381d49f459b30c9d6e5c6cd105618021067f41360602010000ffffffff
112,19966,66188,-0.041879955,1.686700687,-1.373762428,0.241955213,1.676399687,-2.939933850,0.283835168,-0.010301001,-1.566171422,1.591716507,"(8, 100, 161, 5)","(225, 22, 4, 2)",8a5c8105,01010000,2799771534,163a7f35b84f92581f9d9f600864a1058a5c8105e116040201010000ffffffffe459613e8e1fe1a6,f851d634ae18ecdee9381839e14af9597150fc625b7ce1055d8c41068e4c1e0302020000ffffffff
113,19967,66189,-0.054275112,1.730525654,-1.457350853,0.245483423,1.797634540,-2.850231910,0.299758534,0.067108885,-1.392881057,1.426350735,"(96, 148, 209, 9)","(108, 71, 59, 10)",aba0b109,05020000,2782470110,0b394e38c84c95591f26dc396094d109aba0b1096c473b0a05020000ffffffffe758df3cde1fd9a5,44529b3cd51b98cdc5389b38fb4ac759e2ecbb74606cc1056294610671413f0707010000ffffffff
114,19968,66190,-0.053903721,1.729916128,-1.462130510,0.226821051,1.381754498,-2.788318675,0.280724773,-0.348161629,-1.326188165,1.399570636,"(96, 148, 209, 9)","(100, 74, 60, 10)",ab6c8206,07030000,3345229391,133944389d4c9359176a0c396094d109ab6c8206644a3c0a07030000ffffffffdf5f8b394f2664c7,b250f421021ed8de58349e3b7b4abe5975affe6625188000000000009b62010000000000fffffcff
115,19969,66191,-0.046754455,1.722601808,-1.428339445,0.218046952,1.400162204,-2.781093611,0.264801406,-0.322439604,-1.352754167,1.415637990,"(120, 116, 194, 10)","(113, 77, 22, 19)",77b4b209,11070000,3183283556,ad39cc37cd4d4459d9245f697874c20a77b4b209714d161311070000ffffffff7e3ee336640dbdbd,f54f2223431ec8fd4634a73b3a4abb5984ee297b25188000000000009b62020000000000fffffbff
116,19970,66192,-0.066066759,1.759356265,-2.025907760,0.085228434,0.956548699,-3.142569088,0.151295193,-0.802807567,-1.116661328,1.383590527,"(105, 168, 193, 6)","(172, 33, 32, 8)",5eac3109,07030000,3938979124,0d38273acd38865a48820a3e69a8c1065eac3109ac21200807030000ffffffffdd3ea935340dc8ea,c844b4068f1159b46537083bde445a5abd43ee520694000000000000f807000000000000ffffffff
117,19971,66193,-0.065184707,1.759600076,-1.968774183,0.239448327,1.395103132,-2.744745985,0.304633034,-0.364496944,-0.775971803,0.909830504,"(105, 168, 193, 6)","(173, 46, 13, 10)",6b78d106,09040000,3271696447,20382b3acf3a8a5a7509e97b69a8c1066b78d106ad2e0d0a09040000ffffffff364ae9433f2002c3,c251cf228a1facd21634963bd74aab599f434f6225188000000000009067080000000000fffffcff
118,19972,66194,-0.061052988,1.728087548,-1.585845826,0.167491424,1.080831185,-3.018964928,0.228544411,-0.647256362,-1.433119102,1.589026025,"(8, 136, 1, 6)","(195, 35, 13, 11)",68707106,00000000,3019185133,7938263844488659703e253d0888010668707106c3230d0b00000000ffffffff1e42dd42ed1bf5b3,b44bab0ee71586c465363d3bc948235add3b2f5d0694500000000000dd22000000000000ffffffff
119,19973,66195,-0.065045435,1.734365672,-1.761025823,0.251007856,1.409000340,-2.703507547,0.316053291,-0.325365332,-0.942481724,1.045956061,"(103, 136, 129, 0)","(104, 84, 57, 10)",5c401206,01000000,3083669234,23388d381c42c25903fe9d34678881005c4012066854390a01000000ffffffff6c3f2d37f20ecdb7,bb52b323fd20a0f3ad338e3b2b4b99592d9fac782518800000000000856a100000000000fffffcff
120,19974,66196,-0.065788216,1.755211484,-1.908639425,0.220971651,1.153121047,-2.844451859,0.286759868,-0.602090437,-0.935812435,1.149125332,"(108, 164, 225, 5)","(127, 98, 20, 6)",6a4cd206,02010000,3150122732,1338e339ec3c725aa6d16c796ca4e1056a4cd2067f62140602010000ffffffffe23f4636ec0ec3bb,34504d13091ce3c54f35333b504ad559b4c7ef5e0694500008000000eb13000000000000fffffeff
121,19975,66197,-0.065323978,1.755394342,-1.872958727,0.205280404,1.128618076,-2.907143178,0.270604382,-0.626776267,-1.034184451,1.239198410,"(105, 176, 225, 5)","(115, 101, 28, 8)",6ab43109,02010000,3353611814,1d38e6392d3e745abd911a7e69b0e1056ab4310973651c0802010000ffffffffab3e2c36260ee4c7,e24ebb11d51911c5b0353a3bdd49f159c3cb0f5f0694500008000000dd22000000000000ffffffff
